date,time,ampm,Year,Block address,District,PSA,FIELD CONTACT TYPE,REASON FOR STOP,Data Type,Race,Ethnicity,Sex,Age
2/27/17,1:33:00,AM,2017,14TH ST/G ST NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,30
2/27/17,1:59:23,AM,2017,,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,44
2/27/17,2:07:48,AM,2017,UNIT BLOCK OF P ST. SW,1D,105,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,51
2/27/17,5:26:10,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
2/27/17,8:18:03,PM,2017,1500 BLOCK OF CONSTITUTION AVENUE NE,1D,108,Vehicle Stop,Registration Violation,Person,Black,Not Hispanic Or Latino,Female,28
2/27/17,8:52:58,PM,2017,1200 BLOCK OF POTOMAC AVENUE SE,1D,106,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,52
2/27/17,8:56:04,PM,2017,400 BLOCK OF 8TH STREET SE,1D,107,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,49
2/27/17,10:03:25,PM,2017,1000 BLOCK OF 4TH ST NW,1D,102,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,50
2/27/17,11:45:37,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Unknown,Unknown,Female,19
2/27/17,11:45:37,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,22
2/27/17,11:45:37,PM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,25
2/27/17,11:46:08,PM,2017,1200 BLOCK OF BRENTWOOD ROAD NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,45
2/27/17,11:49:35,PM,2017,2900 BLOCK OF 12TH STREET NE,5D,504,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,33
2/28/17,12:01:35,AM,2017,700 BLOCK OF 26TH STREET NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,22
2/28/17,1:13:19,AM,2017,1200 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,68
2/28/17,1:50:17,AM,2017,900 BLOCK OF BRENTWOOD ROAD NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,55
2/28/17,1:51:14,AM,2017,1500 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,45
2/28/17,1:51:14,AM,2017,1500 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,63
2/28/17,1:51:14,AM,2017,1500 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Unknown,Not Hispanic Or Latino,Male,65
2/28/17,1:52:02,AM,2017,1400 BLOCK OF NEW YORK AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,34
2/28/17,1:52:02,AM,2017,1400 BLOCK OF NEW YORK AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,49
2/28/17,2:08:02,AM,2017,1300 BLOCK OF FLORIDA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,37
2/28/17,2:21:06,AM,2017,700 BLOCK OF 21ST STREET NE,5D,507,Vehicle Stop,Community Policing,Person,White,Unknown,Male,30
2/28/17,2:22:49,AM,2017,800 BLOCK OF 21ST STREET NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,32
2/28/17,2:25:26,AM,2017,1200 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,26
2/28/17,2:25:26,AM,2017,1200 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,26
2/28/17,4:16:37,AM,2017,2100 BLOCK OF 1ST STREET NW,5D,501,Pedestrian Stop,Call For Service,Person,White,Unknown,Male,22
2/28/17,5:13:15,AM,2017,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,31
2/28/17,5:58:15,AM,2017,1300 BLOCK OF LEVIS STREET NE,5D,506,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,47
2/28/17,12:00:56,PM,2017,200 BLOCK OF P STREET SW,1D,105,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,25
2/28/17,4:29:30,PM,2017,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
2/28/17,4:44:38,PM,2017,1200 BLOCK OF MORSE STREET NE,5D,506,Bicycle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,45
2/28/17,4:50:53,PM,2017,1200 BLOCK OF BRENTWOOD ROAD NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,73
2/28/17,5:00:57,PM,2017,1200 BLOCK OF BRENTWOOD ROAD NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,56
2/28/17,5:18:33,PM,2017,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,28
2/28/17,5:36:41,PM,2017,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,56
2/28/17,9:42:16,PM,2017,UNIT BLOCK OF N STREET SW,1D,105,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,35
3/1/17,12:57:21,AM,2017,6600 BLOCK OF GEORGIA AVENUE NW,4D,401,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,31
3/1/17,2:03:07,AM,2017,700 BLOCK OF 17TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,56
3/1/17,5:55:34,PM,2017,700 BLOCK OF 14TH STREET SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,57
3/1/17,6:29:15,PM,2017,1500 BLOCK OF W ST,7D,701,Bicycle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,42
3/1/17,8:17:47,PM,2017,2400 BLOCK OF 32ND STREET SE,6D,606,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,88
3/1/17,11:41:31,PM,2017,5900 BLOCK OF 9TH STREET NW,4D,402,Pedestrian Stop,Other,Person,Unknown,Unknown,Male,25
3/1/17,11:57:36,PM,2017,1600 BLOCK OF 11TH PLACE NE,5D,506,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,40
3/2/17,12:30:15,AM,2017,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Community Policing,Person,Black,Unknown,Female,42
3/2/17,12:30:15,AM,2017,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,44
3/2/17,1:18:43,AM,2017,1500 BLOCK OF 22ND STREET NW,2D,208,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,27
3/2/17,1:56:20,AM,2017,3200 BLOCK OF PROSPECT STREET NW,2D,206,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,21
3/2/17,2:49:45,AM,2017,,,,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,44
3/2/17,3:18:13,AM,2017,3300 BLOCK OF BENNING ROAD NE,6D,603,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,55
3/2/17,3:31:29,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Male,34
3/2/17,3:31:29,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
3/2/17,3:31:29,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,36
3/2/17,5:24:23,AM,2017,2300 BLOCK OF 14TH STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,25
3/2/17,5:24:23,AM,2017,2300 BLOCK OF 14TH STREET NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,31
3/2/17,5:45:10,AM,2017,1800 BLOCK OF CORCORAN STREET NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,24
3/2/17,5:45:10,AM,2017,1800 BLOCK OF CORCORAN STREET NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,25
3/2/17,5:45:10,AM,2017,1800 BLOCK OF CORCORAN STREET NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,49
3/2/17,5:49:47,AM,2017,1000 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,22
3/2/17,5:49:47,AM,2017,1000 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,32
3/2/17,5:59:50,AM,2017,800 BLOCK OF BLADENSBURG ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,31
3/2/17,6:24:46,AM,2017,2600 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,42
3/2/17,6:41:18,AM,2017,500 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,26
3/2/17,6:41:18,AM,2017,500 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,29
3/2/17,6:41:18,AM,2017,500 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,37
3/2/17,7:34:03,AM,2017,1400 BLOCK OF HALF STREET SW,1D,105,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,64
3/2/17,10:00:35,PM,2017,3900 BLOCK OF 14TH STREET NW,4D,404,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,26
3/2/17,10:00:35,PM,2017,3900 BLOCK OF 14TH STREET NW,4D,404,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,26
3/2/17,11:03:18,PM,2017,3000 BLOCK OF O STREET SE,6D,605,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
3/2/17,11:51:21,PM,2017,100 BLK O ST SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,51
3/3/17,12:08:34,AM,2017,UNIT BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
3/3/17,12:36:00,AM,2017,UNIT BLOCK OF Q STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Male,51
3/3/17,12:36:41,AM,2017,1200 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,36
3/3/17,1:19:53,AM,2017,400 BLOCK OF FLORIDA AVENUE NE,5D,501,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
3/3/17,1:20:50,AM,2017,1300 BLOCK OF DELAWARE AVENUE SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,35
3/3/17,1:27:16,AM,2017,Multiple/Unknown Address,,,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,25
3/3/17,1:27:16,AM,2017,Multiple/Unknown Address,,,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,27
3/3/17,1:49:31,AM,2017,1500 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,47
3/3/17,2:43:06,AM,2017,1700 BLOCK OF SOUTH CAPITOL ST SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,45
3/3/17,2:49:15,AM,2017,1300 BLOCK OF FLORIDA AVENUE NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
3/3/17,3:48:01,AM,2017,1400 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,30
3/3/17,4:17:16,AM,2017,1400 BLOCK OF MARYLAND AVENUE NE,1D,108,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,63
3/3/17,4:17:16,AM,2017,1400 BLOCK OF MARYLAND AVENUE NE,1D,108,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,66
3/3/17,4:55:12,AM,2017,WHEELER ROAD SE,7D,705,Pedestrian Stop,Other,Person,Black,Unknown,Male,49
3/3/17,1:13:59,PM,2017,300 BLOCK OF P STREET SW,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,24
3/3/17,1:22:33,PM,2017,300 BLOCK OF P STREET SW,1D,105,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,26
3/3/17,1:28:56,PM,2017,200 BLOCK OF O STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Female,27
3/3/17,3:33:27,PM,2017,1300 BLOCK OF K STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,34
3/3/17,4:41:20,PM,2017,1200 BLOCK OF G STREET SE,1D,107,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,22
3/3/17,6:51:36,PM,2017,800 BLOCK OF G STREET NW,1D,102,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Female,19
3/3/17,6:51:36,PM,2017,800 BLOCK OF G STREET NW,1D,102,Pedestrian Stop,Other,Person,Black,Unknown,Male,25
3/3/17,7:43:17,PM,2017,1100 BLOCK OF 16TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,41
3/3/17,7:50:13,PM,2017,1100 BLOCK OF 19TH STREET NW,2D,207,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,56
3/3/17,10:17:57,PM,2017,200 BLOCK OF M STREET SW,1D,105,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,19
3/3/17,10:17:57,PM,2017,200 BLOCK OF M STREET SW,1D,105,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,22
3/3/17,10:17:57,PM,2017,200 BLOCK OF M STREET SW,1D,105,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,43
3/3/17,10:17:57,PM,2017,200 BLOCK OF M STREET SW,1D,105,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3/3/17,10:30:14,PM,2017,600 BLOCK OF M STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,18
3/3/17,10:30:14,PM,2017,600 BLOCK OF M STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,19
3/3/17,10:30:14,PM,2017,600 BLOCK OF M STREET SE,1D,106,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
3/3/17,10:39:58,PM,2017,1300 BLOCK OF QUINCY STREET NW,4D,404,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,19
3/3/17,10:39:58,PM,2017,1300 BLOCK OF QUINCY STREET NW,4D,404,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,20
3/4/17,12:19:42,AM,2017,Multiple/Unknown Address,,,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,59
3/4/17,1:08:45,AM,2017,4800 BLOCK OF CONNECTICUT AVENUE NW,2D,203,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,22
3/4/17,1:12:09,AM,2017,1200 BLOCK OF CANAL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,25
3/4/17,2:17:20,AM,2017,900 BLOCK OF 22ND STREET NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,25
3/4/17,2:21:19,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,35
3/4/17,2:26:28,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,35
3/4/17,2:33:05,AM,2017,2600 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,26
3/4/17,2:58:06,AM,2017,800 BLOCK OF 20TH STREET NE,5D,507,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,25
3/4/17,3:08:54,AM,2017,300 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Female,47
3/4/17,3:16:46,AM,2017,500 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,21
3/4/17,3:16:46,AM,2017,500 BLOCK OF 16TH STREET NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,24
3/4/17,3:38:02,AM,2017,UNIT BLOCK OF 14TH STREET NE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,23
3/4/17,3:59:56,AM,2017,1300 BLOCK OF ORREN STREET NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,36
3/4/17,4:28:03,AM,2017,400 BLOCK OF K STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,29
3/4/17,4:36:20,AM,2017,,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
3/4/17,5:00:11,AM,2017,900 BLOCK OF 6TH STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Unknown,Unknown,27
3/4/17,5:00:11,AM,2017,900 BLOCK OF 6TH STREET NE,1D,104,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,37
3/4/17,5:11:09,AM,2017,1300 BLOCK OF BLADENSBURG ROAD NE,5D,506,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,31
3/4/17,5:27:01,AM,2017,1500 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Unknown,Unknown,Female,21
3/4/17,8:30:12,AM,2017,800 BLOCK OF MICHIGAN AVENUE NE,5D,504,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,52
3/4/17,1:16:25,PM,2017,UNIT BLOCK OF M STREET SW,1D,105,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
3/4/17,1:16:25,PM,2017,UNIT BLOCK OF M STREET SW,1D,105,Vehicle Stop,Suspicious Activity,Person,Black,Unknown,Male,21
3/4/17,1:16:25,PM,2017,UNIT BLOCK OF M STREET SW,1D,105,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
3/4/17,1:16:25,PM,2017,UNIT BLOCK OF M STREET SW,1D,105,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,29
3/4/17,4:15:36,PM,2017,1500 BLOCK OF OGDEN STREET NW,4D,409,Pedestrian Stop,Other,Person,Black,Not Hispanic Or Latino,Male,35
3/4/17,4:22:13,PM,2017,5400 BLOCK OF GEORGIA AVE NW,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,21
3/4/17,4:22:13,PM,2017,5400 BLOCK OF GEORGIA AVE NW,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,25
3/5/17,12:28:18,AM,2017,900 BLOCK OF WESLEY PLACE SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,39
3/5/17,12:34:07,AM,2017,1700 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,25
3/5/17,12:34:07,AM,2017,1700 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,36
3/5/17,12:57:34,AM,2017,1700 BLOCK OF MONTANA AVENUE NE,5D,505,Vehicle Stop,Other,Person,Black,Unknown,Male,22
3/5/17,1:42:58,AM,2017,UNIT BLOCK OF P STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,34
3/5/17,1:47:51,AM,2017,900 BLOCK OF BRENTWOOD ROAD NE,5D,505,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,47
3/5/17,2:02:46,AM,2017,900 BLOCK OF 12TH STREET NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,51
3/5/17,2:17:32,AM,2017,UNIT BLOCK OF Q STREET SW,1D,105,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,28
3/5/17,3:10:51,AM,2017,1900 BLOCK OF MARYLAND AVENUE NE,5D,507,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
3/5/17,4:55:08,AM,2017,5400 BLOCK OF KANSAS AVENUE NW,4D,403,Pedestrian Stop,Other,Person,White,Hispanic Or Latino,Male,43
3/5/17,4:59:39,AM,2017,500 BLOCK OF 17TH STREET NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,32
3/5/17,5:37:26,AM,2017,PARK ROAD NW,3D,302,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Male,28
3/5/17,11:41:31,AM,2017,1300 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,25
3/5/17,5:22:37,PM,2017,TEXAS AVENUE SE,6D,604,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,30
3/5/17,6:49:20,PM,2017,1600 BLOCK OF POTOMAC AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,24
3/5/17,6:49:20,PM,2017,1600 BLOCK OF POTOMAC AVENUE SE,1D,108,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
3/5/17,10:41:26,PM,2017,5200 BLOCK OF 3RD STREET NE,4D,405,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,18
3/5/17,10:41:26,PM,2017,5200 BLOCK OF 3RD STREET NE,4D,405,Vehicle Stop,Other,Person,Unknown,Unknown,Male,20
3/5/17,10:41:26,PM,2017,5200 BLOCK OF 3RD STREET NE,4D,405,Vehicle Stop,Other,Person,Black,Unknown,Male,20
3/5/17,10:41:26,PM,2017,5200 BLOCK OF 3RD STREET NE,4D,405,Vehicle Stop,Other,Person,Black,Not Hispanic Or Latino,Male,21
3/5/17,11:41:44,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,37
3/5/17,11:42:03,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,20
3/5/17,11:42:03,PM,2017,2300 BLOCK OF 15TH STREET NE,5D,505,Pedestrian Stop,Community Policing,Person,White,Not Hispanic Or Latino,Female,20
3/6/17,12:03:34,AM,2017,1800 BLOCK OF OTIS STREET NE,5D,504,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,25
3/6/17,12:03:34,AM,2017,1800 BLOCK OF OTIS STREET NE,5D,504,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,26
3/6/17,12:03:34,AM,2017,1800 BLOCK OF OTIS STREET NE,5D,504,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,28
3/6/17,1:13:47,AM,2017,1900 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,28
3/6/17,1:13:47,AM,2017,1900 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Female,28
3/6/17,1:31:25,AM,2017,1700 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,20
3/6/17,1:31:25,AM,2017,1700 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Unknown,Female,27
3/6/17,1:31:25,AM,2017,1700 BLOCK OF BENNING ROAD NE,5D,507,Vehicle Stop,Community Policing,Person,Black,Unknown,Female,28
3/6/17,1:39:42,AM,2017,700 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,30
3/6/17,1:39:42,AM,2017,700 BLOCK OF 15TH STREET NE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,42
3/6/17,1:42:36,AM,2017,600 BLOCK OF 17TH STREET NW,2D,207,Vehicle Stop,Community Policing,Person,Black,Unknown,Male,34
3/6/17,2:22:02,AM,2017,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
3/6/17,3:43:27,AM,2017,1000 BLOCK OF 17TH STREET NE,5D,507,Vehicle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,68
3/6/17,4:06:19,AM,2017,1300 BLOCK OF BLADENSBURG ROAD NE,5D,503,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
3/6/17,5:10:44,AM,2017,700 BLOCK OF LAMONT STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,18
3/6/17,5:10:44,AM,2017,700 BLOCK OF LAMONT STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,White,Hispanic Or Latino,Male,20
3/6/17,5:10:44,AM,2017,700 BLOCK OF LAMONT STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,21
3/6/17,5:10:44,AM,2017,700 BLOCK OF LAMONT STREET NW,3D,302,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,23
3/6/17,1:50:17,PM,2017,1300 BLOCK OF SOUTH CAPITOL STREET SW,1D,105,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,40
3/6/17,4:55:54,PM,2017,600 BLOCK OF D STREET SE,1D,107,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,Juvenile
3/6/17,6:00:35,PM,2017,4200 BLOCK OF 6TH ST,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,28
